,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
2476,23,0.01741390000006504,574.0,213.0,100,5000,4
2477,24,0.017499600000064675,574.0,214.0,100,5000,4
2478,25,0.017584900000088055,604.0,216.0,100,5000,4
2479,26,0.01765330000000631,604.0,217.0,100,5000,4
2480,27,0.017723600000067563,660.0,219.0,100,5000,4
2481,28,0.01779080000005706,670.0,221.0,100,5000,4
2482,29,0.017855400000030386,670.0,222.0,100,5000,4
2483,30,0.017925100000070415,670.0,223.0,100,5000,4
2484,31,0.017994900000076086,670.0,224.0,100,5000,4
2485,32,0.01806499999997868,670.0,225.0,100,5000,4
2486,33,0.01814430000001721,670.0,226.0,100,5000,4
2487,34,0.01822540000000572,682.0,228.0,100,5000,4
2488,35,0.018317700000011428,682.0,229.0,100,5000,4
2489,36,0.018397300000060568,682.0,230.0,100,5000,4
2490,37,0.01847140000006675,682.0,231.0,100,5000,4
2491,38,0.018545900000049187,682.0,232.0,100,5000,4
2492,39,0.018637900000044283,691.0,234.0,100,5000,4
2493,40,0.018714200000090386,691.0,235.0,100,5000,4
2494,41,0.018790299999977833,691.0,236.0,100,5000,4
2495,42,0.01888450000001285,691.0,237.0,100,5000,4
2496,43,0.018963299999995797,691.0,238.0,100,5000,4
2497,44,0.0190412000000606,691.0,239.0,100,5000,4
2498,45,0.019114100000024337,691.0,240.0,100,5000,4
2499,46,0.01920010000003458,691.0,241.0,100,5000,4
2500,47,0.019280800000046838,691.0,242.0,100,5000,4
2501,48,0.01935680000008233,691.0,243.0,100,5000,4
2502,49,0.019437200000083976,691.0,244.0,100,5000,4
2503,1,0.006366599999978462,706.0,245.0,100,5000,5
2504,2,0.006421400000022004,706.0,246.0,100,5000,5
2505,3,0.00646900000003825,706.0,247.0,100,5000,5
2506,4,0.0065020000000686196,711.0,249.0,100,5000,5
2507,5,0.006547700000055556,716.0,251.0,100,5000,5
2508,6,0.006582100000059654,716.0,252.0,100,5000,5
2509,7,0.006628500000033455,734.0,254.0,100,5000,5
2510,8,0.006663500000058775,734.0,255.0,100,5000,5
2511,9,0.006698900000060348,744.0,257.0,100,5000,5
2512,10,0.00673380000000634,744.0,258.0,100,5000,5
2513,11,0.006769400000052883,744.0,259.0,100,5000,5
2514,12,0.006803800000056981,744.0,260.0,100,5000,5
2515,13,0.006838200000061079,744.0,261.0,100,5000,5
2516,14,0.00687520000008135,744.0,262.0,100,5000,5
2517,15,0.006912900000088484,744.0,263.0,100,5000,5
2518,16,0.006950599999981932,744.0,264.0,100,5000,5
2519,17,0.006989800000042123,744.0,265.0,100,5000,5
2520,18,0.010928600000056576,744.0,266.0,100,5000,5
2521,19,0.016987700000072437,744.0,267.0,100,5000,5
2522,1,0.006366599999978462,484.0,269.0,100,5000,6
2523,2,0.006421400000022004,499.0,271.0,100,5000,6
2524,3,0.00646900000003825,539.0,273.0,100,5000,6
2525,4,0.0065020000000686196,548.0,275.0,100,5000,6
2526,5,0.006547700000055556,548.0,276.0,100,5000,6
2527,6,0.006582100000059654,552.0,278.0,100,5000,6
2528,7,0.006628500000033455,562.0,280.0,100,5000,6
2529,8,0.006663500000058775,577.0,282.0,100,5000,6
2530,9,0.006698900000060348,585.0,284.0,100,5000,6
2531,10,0.00673380000000634,594.0,286.0,100,5000,6
2532,11,0.006769400000052883,594.0,287.0,100,5000,6
2533,12,0.006803800000056981,594.0,288.0,100,5000,6
2534,13,0.006838200000061079,621.0,290.0,100,5000,6
2535,14,0.00687520000008135,639.0,292.0,100,5000,6
2536,15,0.006912900000088484,639.0,293.0,100,5000,6
2537,16,0.006950599999981932,647.0,295.0,100,5000,6
2538,17,0.006989800000042123,647.0,296.0,100,5000,6
2539,18,0.010928600000056576,647.0,297.0,100,5000,6
2540,19,0.016987700000072437,647.0,298.0,100,5000,6
2541,20,0.01706550000005791,647.0,299.0,100,5000,6
2542,21,0.017190500000083375,653.0,301.0,100,5000,6
2543,22,0.017323200000078032,653.0,302.0,100,5000,6
2544,23,0.01741390000006504,653.0,303.0,100,5000,6
2545,24,0.017499600000064675,653.0,304.0,100,5000,6
2546,25,0.017584900000088055,653.0,305.0,100,5000,6
2547,26,0.01765330000000631,653.0,306.0,100,5000,6
2548,27,0.017723600000067563,653.0,307.0,100,5000,6
2549,28,0.01779080000005706,653.0,308.0,100,5000,6
2550,29,0.017855400000030386,653.0,309.0,100,5000,6
2551,30,0.017925100000070415,662.0,311.0,100,5000,6
2552,31,0.017994900000076086,662.0,312.0,100,5000,6
2553,32,0.01806499999997868,662.0,313.0,100,5000,6
2554,33,0.01814430000001721,662.0,314.0,100,5000,6
2555,34,0.01822540000000572,662.0,315.0,100,5000,6
2556,35,0.018317700000011428,662.0,316.0,100,5000,6
2557,36,0.018397300000060568,662.0,317.0,100,5000,6
2558,37,0.01847140000006675,662.0,318.0,100,5000,6
2559,38,0.018545900000049187,662.0,319.0,100,5000,6
2560,39,0.018637900000044283,662.0,320.0,100,5000,6
2561,40,0.018714200000090386,662.0,321.0,100,5000,6
2562,1,0.006366599999978462,443.0,322.0,100,5000,7
2563,2,0.006421400000022004,443.0,323.0,100,5000,7
2564,3,0.00646900000003825,513.0,325.0,100,5000,7
2565,4,0.0065020000000686196,516.0,327.0,100,5000,7
2566,5,0.006547700000055556,516.0,328.0,100,5000,7
2567,6,0.006582100000059654,516.0,329.0,100,5000,7
2568,7,0.006628500000033455,516.0,330.0,100,5000,7
2569,8,0.006663500000058775,516.0,331.0,100,5000,7
2570,9,0.006698900000060348,519.0,333.0,100,5000,7
2571,10,0.00673380000000634,524.0,335.0,100,5000,7
2572,11,0.006769400000052883,534.0,337.0,100,5000,7
2573,12,0.006803800000056981,564.0,339.0,100,5000,7
2574,13,0.006838200000061079,564.0,340.0,100,5000,7
2575,14,0.00687520000008135,568.0,342.0,100,5000,7
2576,15,0.006912900000088484,568.0,343.0,100,5000,7
2577,16,0.006950599999981932,568.0,344.0,100,5000,7
2578,17,0.006989800000042123,568.0,345.0,100,5000,7
2579,18,0.010928600000056576,568.0,346.0,100,5000,7
2580,19,0.016987700000072437,568.0,347.0,100,5000,7
2581,20,0.01706550000005791,571.0,349.0,100,5000,7
2582,21,0.017190500000083375,571.0,350.0,100,5000,7
2583,22,0.017323200000078032,595.0,352.0,100,5000,7
2584,23,0.01741390000006504,595.0,353.0,100,5000,7
2585,24,0.017499600000064675,595.0,354.0,100,5000,7
2586,25,0.017584900000088055,595.0,355.0,100,5000,7
2587,26,0.01765330000000631,595.0,356.0,100,5000,7
2588,27,0.017723600000067563,595.0,357.0,100,5000,7
2589,28,0.01779080000005706,597.0,359.0,100,5000,7
2590,29,0.017855400000030386,597.0,360.0,100,5000,7
2591,30,0.017925100000070415,633.0,362.0,100,5000,7
2592,31,0.017994900000076086,642.0,364.0,100,5000,7
2593,32,0.01806499999997868,666.0,366.0,100,5000,7
2594,33,0.01814430000001721,671.0,368.0,100,5000,7
2595,34,0.01822540000000572,677.0,370.0,100,5000,7
2596,35,0.018317700000011428,677.0,371.0,100,5000,7
2597,36,0.018397300000060568,677.0,372.0,100,5000,7
2598,37,0.01847140000006675,687.0,374.0,100,5000,7
2599,38,0.018545900000049187,687.0,375.0,100,5000,7
2600,39,0.018637900000044283,687.0,376.0,100,5000,7
2601,40,0.018714200000090386,687.0,377.0,100,5000,7
2602,41,0.018790299999977833,687.0,378.0,100,5000,7
2603,42,0.01888450000001285,687.0,379.0,100,5000,7
2604,43,0.018963299999995797,688.0,381.0,100,5000,7
2605,44,0.0190412000000606,688.0,382.0,100,5000,7
2606,45,0.019114100000024337,688.0,383.0,100,5000,7
2607,46,0.01920010000003458,688.0,384.0,100,5000,7
2608,47,0.019280800000046838,688.0,385.0,100,5000,7
2609,48,0.01935680000008233,695.0,387.0,100,5000,7
2610,49,0.019437200000083976,705.0,389.0,100,5000,7
2611,50,0.0195346000000427,705.0,390.0,100,5000,7
2612,51,0.01963269999998829,705.0,391.0,100,5000,7
2613,52,0.019713000000024294,705.0,392.0,100,5000,7
2614,53,0.01979340000002594,705.0,393.0,100,5000,7
2615,54,0.019873800000027586,713.0,395.0,100,5000,7
2616,55,0.019954700000084813,723.0,397.0,100,5000,7
2617,56,0.020039200000042,723.0,398.0,100,5000,7
2618,57,0.020127200000047196,723.0,399.0,100,5000,7
2619,58,0.020211700000004384,723.0,400.0,100,5000,7
2620,59,0.020296799999982795,723.0,401.0,100,5000,7
2621,60,0.020382000000040534,723.0,402.0,100,5000,7
2622,61,0.020469900000080088,723.0,403.0,100,5000,7
2623,62,0.00014690000000427972,723.0,404.0,100,5000,7
2624,63,0.006422999999927015,723.0,405.0,100,5000,7
2625,64,0.0065042999999604945,723.0,406.0,100,5000,7
2626,65,0.006575399999974252,723.0,407.0,100,5000,7
2627,1,0.006366599999978462,489.0,408.0,100,5000,8
2628,2,0.006421400000022004,493.0,410.0,100,5000,8
2629,3,0.00646900000003825,501.0,412.0,100,5000,8
2630,4,0.0065020000000686196,557.0,414.0,100,5000,8
2631,5,0.006547700000055556,557.0,415.0,100,5000,8
2632,6,0.006582100000059654,557.0,416.0,100,5000,8
2633,7,0.006628500000033455,577.0,418.0,100,5000,8
2634,8,0.006663500000058775,589.0,420.0,100,5000,8
2635,9,0.006698900000060348,589.0,421.0,100,5000,8
2636,10,0.00673380000000634,589.0,422.0,100,5000,8
2637,11,0.006769400000052883,592.0,424.0,100,5000,8
2638,12,0.006803800000056981,592.0,425.0,100,5000,8
2639,13,0.006838200000061079,592.0,426.0,100,5000,8
2640,14,0.00687520000008135,592.0,427.0,100,5000,8
2641,15,0.006912900000088484,610.0,429.0,100,5000,8
2642,16,0.006950599999981932,622.0,431.0,100,5000,8
2643,17,0.006989800000042123,622.0,432.0,100,5000,8
2644,18,0.010928600000056576,622.0,433.0,100,5000,8
2645,19,0.016987700000072437,622.0,434.0,100,5000,8
2646,20,0.01706550000005791,622.0,435.0,100,5000,8
2647,21,0.017190500000083375,622.0,436.0,100,5000,8
2648,22,0.017323200000078032,622.0,437.0,100,5000,8
2649,23,0.01741390000006504,622.0,438.0,100,5000,8
2650,24,0.017499600000064675,622.0,439.0,100,5000,8
2651,25,0.017584900000088055,622.0,440.0,100,5000,8
2652,26,0.01765330000000631,622.0,441.0,100,5000,8
2653,1,0.006366599999978462,434.0,442.0,100,5000,9
2654,2,0.006421400000022004,470.0,444.0,100,5000,9
2655,3,0.00646900000003825,470.0,445.0,100,5000,9
2656,4,0.0065020000000686196,515.0,447.0,100,5000,9
2657,5,0.006547700000055556,545.0,449.0,100,5000,9
2658,6,0.006582100000059654,545.0,450.0,100,5000,9
2659,7,0.006628500000033455,545.0,451.0,100,5000,9
2660,8,0.006663500000058775,563.0,453.0,100,5000,9
2661,9,0.006698900000060348,563.0,454.0,100,5000,9
2662,10,0.00673380000000634,603.0,456.0,100,5000,9
2663,11,0.006769400000052883,607.0,458.0,100,5000,9
2664,12,0.006803800000056981,616.0,460.0,100,5000,9
2665,13,0.006838200000061079,634.0,462.0,100,5000,9
2666,14,0.00687520000008135,634.0,463.0,100,5000,9
2667,15,0.006912900000088484,634.0,464.0,100,5000,9
2668,16,0.006950599999981932,634.0,465.0,100,5000,9
2669,17,0.006989800000042123,634.0,466.0,100,5000,9
2670,18,0.010928600000056576,646.0,468.0,100,5000,9
2671,19,0.016987700000072437,646.0,469.0,100,5000,9
2672,20,0.01706550000005791,666.0,471.0,100,5000,9
2673,21,0.017190500000083375,693.0,473.0,100,5000,9
2674,22,0.017323200000078032,693.0,474.0,100,5000,9
2675,23,0.01741390000006504,721.0,476.0,100,5000,9
2676,24,0.017499600000064675,729.0,478.0,100,5000,9
2677,25,0.017584900000088055,729.0,479.0,100,5000,9
2678,26,0.01765330000000631,729.0,480.0,100,5000,9
2679,27,0.017723600000067563,731.0,482.0,100,5000,9
2680,28,0.01779080000005706,731.0,483.0,100,5000,9
2681,29,0.017855400000030386,731.0,484.0,100,5000,9
2682,30,0.017925100000070415,731.0,485.0,100,5000,9
2683,31,0.017994900000076086,746.0,487.0,100,5000,9
2684,32,0.01806499999997868,746.0,488.0,100,5000,9
2685,33,0.01814430000001721,746.0,489.0,100,5000,9
2686,34,0.01822540000000572,746.0,490.0,100,5000,9
2687,35,0.018317700000011428,746.0,491.0,100,5000,9
2688,36,0.018397300000060568,746.0,492.0,100,5000,9
2689,37,0.01847140000006675,746.0,493.0,100,5000,9
2690,38,0.018545900000049187,746.0,494.0,100,5000,9
2691,39,0.018637900000044283,746.0,495.0,100,5000,9
2692,40,0.018714200000090386,746.0,496.0,100,5000,9
2693,41,0.018790299999977833,746.0,497.0,100,5000,9
2694,1,0.006366599999978462,459.0,499.0,100,5000,10
2695,2,0.006421400000022004,459.0,500.0,100,5000,10
2696,3,0.00646900000003825,468.0,502.0,100,5000,10
2697,4,0.0065020000000686196,468.0,503.0,100,5000,10
2698,5,0.006547700000055556,469.0,505.0,100,5000,10
2699,6,0.006582100000059654,523.0,507.0,100,5000,10
2700,7,0.006628500000033455,523.0,508.0,100,5000,10
2701,8,0.006663500000058775,523.0,509.0,100,5000,10
2702,9,0.006698900000060348,523.0,510.0,100,5000,10
2703,10,0.00673380000000634,563.0,512.0,100,5000,10
2704,11,0.006769400000052883,563.0,513.0,100,5000,10
2705,12,0.006803800000056981,563.0,514.0,100,5000,10
2706,13,0.006838200000061079,563.0,515.0,100,5000,10
2707,14,0.00687520000008135,563.0,516.0,100,5000,10
2708,15,0.006912900000088484,563.0,517.0,100,5000,10
2709,16,0.006950599999981932,563.0,518.0,100,5000,10
2710,17,0.006989800000042123,563.0,519.0,100,5000,10
2711,18,0.010928600000056576,563.0,520.0,100,5000,10
2712,19,0.016987700000072437,563.0,521.0,100,5000,10
2713,20,0.01706550000005791,617.0,523.0,100,5000,10
2714,21,0.017190500000083375,629.0,525.0,100,5000,10
2715,22,0.017323200000078032,639.0,527.0,100,5000,10
2716,23,0.01741390000006504,639.0,528.0,100,5000,10
2717,24,0.017499600000064675,671.0,530.0,100,5000,10
2718,25,0.017584900000088055,671.0,531.0,100,5000,10
2719,26,0.01765330000000631,671.0,532.0,100,5000,10
2720,27,0.017723600000067563,671.0,533.0,100,5000,10
2721,28,0.01779080000005706,671.0,534.0,100,5000,10
2722,29,0.017855400000030386,677.0,536.0,100,5000,10
2723,30,0.017925100000070415,677.0,537.0,100,5000,10
2724,31,0.017994900000076086,685.0,539.0,100,5000,10
2725,32,0.01806499999997868,685.0,540.0,100,5000,10
2726,33,0.01814430000001721,685.0,541.0,100,5000,10
2727,34,0.01822540000000572,685.0,542.0,100,5000,10
2728,35,0.018317700000011428,685.0,543.0,100,5000,10
2729,36,0.018397300000060568,685.0,544.0,100,5000,10
2730,37,0.01847140000006675,685.0,545.0,100,5000,10
2731,38,0.018545900000049187,685.0,546.0,100,5000,10
2732,39,0.018637900000044283,685.0,547.0,100,5000,10
2733,40,0.018714200000090386,685.0,548.0,100,5000,10
2734,41,0.018790299999977833,685.0,549.0,100,5000,10
2735,1,0.006366599999978462,452.0,551.0,100,5000,11
2736,2,0.006421400000022004,470.0,553.0,100,5000,11
2737,3,0.00646900000003825,470.0,554.0,100,5000,11
2738,4,0.0065020000000686196,470.0,555.0,100,5000,11
2739,5,0.006547700000055556,470.0,556.0,100,5000,11
2740,6,0.006582100000059654,479.0,558.0,100,5000,11
2741,7,0.006628500000033455,479.0,559.0,100,5000,11
2742,8,0.006663500000058775,495.0,561.0,100,5000,11
2743,9,0.006698900000060348,537.0,563.0,100,5000,11
2744,10,0.00673380000000634,537.0,564.0,100,5000,11
2745,11,0.006769400000052883,537.0,565.0,100,5000,11
2746,12,0.006803800000056981,537.0,566.0,100,5000,11
2747,13,0.006838200000061079,551.0,568.0,100,5000,11
2748,14,0.00687520000008135,561.0,570.0,100,5000,11
2749,15,0.006912900000088484,561.0,571.0,100,5000,11
2750,16,0.006950599999981932,567.0,573.0,100,5000,11
2751,17,0.006989800000042123,567.0,574.0,100,5000,11
2752,18,0.010928600000056576,627.0,576.0,100,5000,11
2753,19,0.016987700000072437,647.0,578.0,100,5000,11
2754,20,0.01706550000005791,657.0,580.0,100,5000,11
2755,21,0.017190500000083375,657.0,581.0,100,5000,11
2756,22,0.017323200000078032,657.0,582.0,100,5000,11
2757,23,0.01741390000006504,657.0,583.0,100,5000,11
2758,24,0.017499600000064675,657.0,584.0,100,5000,11
2759,25,0.017584900000088055,657.0,585.0,100,5000,11
2760,26,0.01765330000000631,657.0,586.0,100,5000,11
2761,27,0.017723600000067563,669.0,588.0,100,5000,11
2762,28,0.01779080000005706,669.0,589.0,100,5000,11
2763,29,0.017855400000030386,669.0,590.0,100,5000,11
2764,30,0.017925100000070415,669.0,591.0,100,5000,11
2765,31,0.017994900000076086,669.0,592.0,100,5000,11
2766,32,0.01806499999997868,669.0,593.0,100,5000,11
2767,33,0.01814430000001721,669.0,594.0,100,5000,11
2768,34,0.01822540000000572,669.0,595.0,100,5000,11
2769,35,0.018317700000011428,669.0,596.0,100,5000,11
2770,36,0.018397300000060568,669.0,597.0,100,5000,11
2771,37,0.01847140000006675,669.0,598.0,100,5000,11
2772,1,0.006366599999978462,534.0,599.0,100,5000,12
2773,2,0.006421400000022004,534.0,600.0,100,5000,12
2774,3,0.00646900000003825,534.0,601.0,100,5000,12
2775,4,0.0065020000000686196,555.0,603.0,100,5000,12
2776,5,0.006547700000055556,555.0,604.0,100,5000,12
2777,6,0.006582100000059654,575.0,606.0,100,5000,12
2778,7,0.006628500000033455,575.0,607.0,100,5000,12
2779,8,0.006663500000058775,577.0,609.0,100,5000,12
2780,9,0.006698900000060348,597.0,611.0,100,5000,12
2781,10,0.00673380000000634,615.0,613.0,100,5000,12
2782,11,0.006769400000052883,615.0,614.0,100,5000,12
2783,12,0.006803800000056981,615.0,615.0,100,5000,12
2784,13,0.006838200000061079,615.0,616.0,100,5000,12
2785,14,0.00687520000008135,615.0,617.0,100,5000,12
2786,15,0.006912900000088484,615.0,618.0,100,5000,12
2787,16,0.006950599999981932,621.0,620.0,100,5000,12
2788,17,0.006989800000042123,621.0,621.0,100,5000,12
2789,18,0.010928600000056576,621.0,622.0,100,5000,12
2790,19,0.016987700000072437,621.0,623.0,100,5000,12
2791,20,0.01706550000005791,621.0,624.0,100,5000,12
2792,21,0.017190500000083375,621.0,625.0,100,5000,12
2793,22,0.017323200000078032,621.0,626.0,100,5000,12
2794,23,0.01741390000006504,621.0,627.0,100,5000,12
2795,24,0.017499600000064675,621.0,628.0,100,5000,12
2796,25,0.017584900000088055,621.0,629.0,100,5000,12
2797,26,0.01765330000000631,621.0,630.0,100,5000,12
2798,1,0.006366599999978462,462.0,631.0,100,5000,13
2799,2,0.006421400000022004,492.0,633.0,100,5000,13
2800,3,0.00646900000003825,492.0,634.0,100,5000,13
2801,4,0.0065020000000686196,522.0,636.0,100,5000,13
2802,5,0.006547700000055556,546.0,638.0,100,5000,13
2803,6,0.006582100000059654,546.0,639.0,100,5000,13
2804,7,0.006628500000033455,546.0,640.0,100,5000,13
2805,8,0.006663500000058775,574.0,642.0,100,5000,13
2806,9,0.006698900000060348,581.0,644.0,100,5000,13
2807,10,0.00673380000000634,588.0,646.0,100,5000,13
2808,11,0.006769400000052883,588.0,647.0,100,5000,13
2809,12,0.006803800000056981,615.0,649.0,100,5000,13
2810,13,0.006838200000061079,615.0,650.0,100,5000,13
2811,14,0.00687520000008135,615.0,651.0,100,5000,13
2812,15,0.006912900000088484,615.0,652.0,100,5000,13
2813,16,0.006950599999981932,639.0,654.0,100,5000,13
2814,17,0.006989800000042123,639.0,655.0,100,5000,13
2815,18,0.010928600000056576,639.0,656.0,100,5000,13
2816,19,0.016987700000072437,639.0,657.0,100,5000,13
2817,20,0.01706550000005791,654.0,659.0,100,5000,13
2818,21,0.017190500000083375,672.0,661.0,100,5000,13
2819,22,0.017323200000078032,682.0,663.0,100,5000,13
2820,23,0.01741390000006504,682.0,664.0,100,5000,13
2821,24,0.017499600000064675,692.0,666.0,100,5000,13
2822,25,0.017584900000088055,732.0,668.0,100,5000,13
2823,26,0.01765330000000631,732.0,669.0,100,5000,13
2824,27,0.017723600000067563,750.0,671.0,100,5000,13
2825,28,0.01779080000005706,759.0,673.0,100,5000,13
2826,29,0.017855400000030386,759.0,674.0,100,5000,13
2827,30,0.017925100000070415,759.0,675.0,100,5000,13
2828,31,0.017994900000076086,759.0,676.0,100,5000,13
2829,32,0.01806499999997868,759.0,677.0,100,5000,13
2830,33,0.01814430000001721,759.0,678.0,100,5000,13
2831,34,0.01822540000000572,759.0,679.0,100,5000,13
2832,35,0.018317700000011428,765.0,681.0,100,5000,13
2833,36,0.018397300000060568,765.0,682.0,100,5000,13
2834,37,0.01847140000006675,765.0,683.0,100,5000,13
2835,38,0.018545900000049187,765.0,684.0,100,5000,13
2836,39,0.018637900000044283,767.0,686.0,100,5000,13
2837,40,0.018714200000090386,767.0,687.0,100,5000,13
2838,41,0.018790299999977833,767.0,688.0,100,5000,13
2839,42,0.01888450000001285,767.0,689.0,100,5000,13
2840,43,0.018963299999995797,767.0,690.0,100,5000,13
2841,44,0.0190412000000606,767.0,691.0,100,5000,13
2842,45,0.019114100000024337,767.0,692.0,100,5000,13
2843,46,0.01920010000003458,767.0,693.0,100,5000,13
2844,47,0.019280800000046838,767.0,694.0,100,5000,13
2845,48,0.01935680000008233,767.0,695.0,100,5000,13
2846,49,0.019437200000083976,767.0,696.0,100,5000,13
2847,1,0.006366599999978462,528.0,697.0,100,5000,14
2848,2,0.006421400000022004,535.0,699.0,100,5000,14
2849,3,0.00646900000003825,535.0,700.0,100,5000,14
2850,4,0.0065020000000686196,585.0,702.0,100,5000,14
2851,5,0.006547700000055556,585.0,703.0,100,5000,14
2852,6,0.006582100000059654,585.0,704.0,100,5000,14
2853,7,0.006628500000033455,585.0,705.0,100,5000,14
2854,8,0.006663500000058775,585.0,706.0,100,5000,14
2855,9,0.006698900000060348,585.0,707.0,100,5000,14
2856,10,0.00673380000000634,594.0,709.0,100,5000,14
2857,11,0.006769400000052883,598.0,711.0,100,5000,14
2858,12,0.006803800000056981,598.0,712.0,100,5000,14
2859,13,0.006838200000061079,598.0,713.0,100,5000,14
2860,14,0.00687520000008135,638.0,715.0,100,5000,14
2861,15,0.006912900000088484,638.0,716.0,100,5000,14
2862,16,0.006950599999981932,638.0,717.0,100,5000,14
2863,17,0.006989800000042123,638.0,718.0,100,5000,14
2864,18,0.010928600000056576,638.0,719.0,100,5000,14
2865,19,0.016987700000072437,638.0,720.0,100,5000,14
2866,20,0.01706550000005791,638.0,721.0,100,5000,14
2867,21,0.017190500000083375,678.0,723.0,100,5000,14
2868,22,0.017323200000078032,678.0,724.0,100,5000,14
2869,23,0.01741390000006504,678.0,725.0,100,5000,14
2870,24,0.017499600000064675,678.0,726.0,100,5000,14
2871,25,0.017584900000088055,678.0,727.0,100,5000,14
2872,26,0.01765330000000631,678.0,728.0,100,5000,14
2873,27,0.017723600000067563,678.0,729.0,100,5000,14
2874,28,0.01779080000005706,678.0,730.0,100,5000,14
2875,29,0.017855400000030386,678.0,731.0,100,5000,14
2876,30,0.017925100000070415,678.0,732.0,100,5000,14
2877,31,0.017994900000076086,678.0,733.0,100,5000,14
2878,1,0.006366599999978462,418.0,734.0,100,5000,15
2879,2,0.006421400000022004,418.0,735.0,100,5000,15
2880,3,0.00646900000003825,418.0,736.0,100,5000,15
2881,4,0.0065020000000686196,418.0,737.0,100,5000,15
2882,5,0.006547700000055556,481.0,739.0,100,5000,15
2883,6,0.006582100000059654,490.0,741.0,100,5000,15
2884,7,0.006628500000033455,508.0,743.0,100,5000,15
2885,8,0.006663500000058775,526.0,745.0,100,5000,15
2886,9,0.006698900000060348,530.0,747.0,100,5000,15
2887,10,0.00673380000000634,530.0,748.0,100,5000,15
2888,11,0.006769400000052883,530.0,749.0,100,5000,15
2889,12,0.006803800000056981,530.0,750.0,100,5000,15
2890,13,0.006838200000061079,530.0,751.0,100,5000,15
2891,14,0.00687520000008135,570.0,753.0,100,5000,15
2892,15,0.006912900000088484,610.0,755.0,100,5000,15
2893,16,0.006950599999981932,622.0,757.0,100,5000,15
2894,17,0.006989800000042123,622.0,758.0,100,5000,15
2895,18,0.010928600000056576,649.0,760.0,100,5000,15
2896,19,0.016987700000072437,663.0,762.0,100,5000,15
2897,20,0.01706550000005791,663.0,763.0,100,5000,15
2898,21,0.017190500000083375,678.0,765.0,100,5000,15
2899,22,0.017323200000078032,678.0,766.0,100,5000,15
2900,23,0.01741390000006504,679.0,768.0,100,5000,15
2901,24,0.017499600000064675,679.0,769.0,100,5000,15
2902,25,0.017584900000088055,679.0,770.0,100,5000,15
2903,26,0.01765330000000631,679.0,771.0,100,5000,15
2904,27,0.017723600000067563,679.0,772.0,100,5000,15
2905,28,0.01779080000005706,679.0,773.0,100,5000,15
2906,29,0.017855400000030386,679.0,774.0,100,5000,15
2907,30,0.017925100000070415,679.0,775.0,100,5000,15
2908,31,0.017994900000076086,679.0,776.0,100,5000,15
2909,32,0.01806499999997868,679.0,777.0,100,5000,15
2910,33,0.01814430000001721,703.0,779.0,100,5000,15
2911,34,0.01822540000000572,703.0,780.0,100,5000,15
2912,35,0.018317700000011428,703.0,781.0,100,5000,15
2913,36,0.018397300000060568,703.0,782.0,100,5000,15
2914,37,0.01847140000006675,703.0,783.0,100,5000,15
2915,38,0.018545900000049187,703.0,784.0,100,5000,15
2916,39,0.018637900000044283,703.0,785.0,100,5000,15
2917,40,0.018714200000090386,703.0,786.0,100,5000,15
2918,41,0.018790299999977833,703.0,787.0,100,5000,15
2919,42,0.01888450000001285,703.0,788.0,100,5000,15
2920,43,0.018963299999995797,703.0,789.0,100,5000,15
2921,1,0.006366599999978462,632.0,790.0,100,5000,16
2922,2,0.006421400000022004,632.0,791.0,100,5000,16
2923,3,0.00646900000003825,632.0,792.0,100,5000,16
2924,4,0.0065020000000686196,632.0,793.0,100,5000,16
2925,5,0.006547700000055556,632.0,794.0,100,5000,16
2926,6,0.006582100000059654,644.0,796.0,100,5000,16
2927,7,0.006628500000033455,644.0,797.0,100,5000,16
2928,8,0.006663500000058775,644.0,798.0,100,5000,16
2929,9,0.006698900000060348,644.0,799.0,100,5000,16
2930,10,0.00673380000000634,644.0,800.0,100,5000,16
2931,11,0.006769400000052883,644.0,801.0,100,5000,16
2932,12,0.006803800000056981,644.0,802.0,100,5000,16
2933,13,0.006838200000061079,644.0,803.0,100,5000,16
2934,14,0.00687520000008135,644.0,804.0,100,5000,16
2935,15,0.006912900000088484,644.0,805.0,100,5000,16
2936,16,0.006950599999981932,680.0,807.0,100,5000,16
2937,17,0.006989800000042123,680.0,808.0,100,5000,16
2938,18,0.010928600000056576,680.0,809.0,100,5000,16
2939,19,0.016987700000072437,680.0,810.0,100,5000,16
2940,20,0.01706550000005791,680.0,811.0,100,5000,16
2941,21,0.017190500000083375,680.0,812.0,100,5000,16
2942,22,0.017323200000078032,680.0,813.0,100,5000,16
2943,23,0.01741390000006504,680.0,814.0,100,5000,16
2944,24,0.017499600000064675,680.0,815.0,100,5000,16
2945,25,0.017584900000088055,680.0,816.0,100,5000,16
2946,26,0.01765330000000631,680.0,817.0,100,5000,16
2947,1,0.006366599999978462,633.0,818.0,100,5000,17
2948,2,0.006421400000022004,633.0,819.0,100,5000,17
2949,3,0.00646900000003825,645.0,821.0,100,5000,17
2950,4,0.0065020000000686196,645.0,822.0,100,5000,17
2951,5,0.006547700000055556,648.0,824.0,100,5000,17
2952,6,0.006582100000059654,704.0,826.0,100,5000,17
2953,7,0.006628500000033455,718.0,828.0,100,5000,17
2954,8,0.006663500000058775,718.0,829.0,100,5000,17
2955,9,0.006698900000060348,718.0,830.0,100,5000,17
2956,10,0.00673380000000634,718.0,831.0,100,5000,17
