,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
178,3,0.00646900000003825,491.0,152.0,10,5000,3
179,4,0.0065020000000686196,521.0,154.0,10,5000,3
180,5,0.006547700000055556,521.0,155.0,10,5000,3
181,6,0.006582100000059654,521.0,156.0,10,5000,3
182,7,0.006628500000033455,541.0,158.0,10,5000,3
183,8,0.006663500000058775,541.0,159.0,10,5000,3
184,9,0.006698900000060348,589.0,161.0,10,5000,3
185,10,0.00673380000000634,589.0,162.0,10,5000,3
186,11,0.006769400000052883,589.0,163.0,10,5000,3
187,12,0.006803800000056981,625.0,165.0,10,5000,3
188,13,0.006838200000061079,665.0,167.0,10,5000,3
189,14,0.00687520000008135,665.0,168.0,10,5000,3
190,15,0.006912900000088484,665.0,169.0,10,5000,3
191,16,0.006950599999981932,665.0,170.0,10,5000,3
192,17,0.006989800000042123,665.0,171.0,10,5000,3
193,18,0.010928600000056576,665.0,172.0,10,5000,3
194,19,0.016987700000072437,665.0,173.0,10,5000,3
195,20,0.01706550000005791,677.0,175.0,10,5000,3
196,21,0.017190500000083375,677.0,176.0,10,5000,3
197,22,0.017323200000078032,677.0,177.0,10,5000,3
198,23,0.01741390000006504,677.0,178.0,10,5000,3
199,24,0.017499600000064675,677.0,179.0,10,5000,3
200,25,0.017584900000088055,677.0,180.0,10,5000,3
201,26,0.01765330000000631,677.0,181.0,10,5000,3
202,27,0.017723600000067563,677.0,182.0,10,5000,3
203,28,0.01779080000005706,677.0,183.0,10,5000,3
204,29,0.017855400000030386,677.0,184.0,10,5000,3
205,30,0.017925100000070415,677.0,185.0,10,5000,3
206,1,0.006366599999978462,461.0,186.0,10,5000,4
207,2,0.006421400000022004,461.0,187.0,10,5000,4
208,3,0.00646900000003825,493.0,189.0,10,5000,4
209,4,0.0065020000000686196,493.0,190.0,10,5000,4
210,5,0.006547700000055556,493.0,191.0,10,5000,4
211,6,0.006582100000059654,493.0,192.0,10,5000,4
212,7,0.006628500000033455,493.0,193.0,10,5000,4
213,8,0.006663500000058775,517.0,195.0,10,5000,4
214,9,0.006698900000060348,517.0,196.0,10,5000,4
215,10,0.00673380000000634,517.0,197.0,10,5000,4
216,11,0.006769400000052883,517.0,198.0,10,5000,4
217,12,0.006803800000056981,517.0,199.0,10,5000,4
218,13,0.006838200000061079,553.0,201.0,10,5000,4
219,14,0.00687520000008135,553.0,202.0,10,5000,4
220,15,0.006912900000088484,553.0,203.0,10,5000,4
221,16,0.006950599999981932,553.0,204.0,10,5000,4
222,17,0.006989800000042123,562.0,206.0,10,5000,4
223,18,0.010928600000056576,562.0,207.0,10,5000,4
224,19,0.016987700000072437,562.0,208.0,10,5000,4
225,20,0.01706550000005791,562.0,209.0,10,5000,4
226,21,0.017190500000083375,562.0,210.0,10,5000,4
227,22,0.017323200000078032,562.0,211.0,10,5000,4
228,23,0.01741390000006504,574.0,213.0,10,5000,4
229,24,0.017499600000064675,574.0,214.0,10,5000,4
230,25,0.017584900000088055,604.0,216.0,10,5000,4
231,26,0.01765330000000631,604.0,217.0,10,5000,4
232,27,0.017723600000067563,660.0,219.0,10,5000,4
233,28,0.01779080000005706,670.0,221.0,10,5000,4
234,29,0.017855400000030386,670.0,222.0,10,5000,4
235,30,0.017925100000070415,670.0,223.0,10,5000,4
236,31,0.017994900000076086,670.0,224.0,10,5000,4
237,32,0.01806499999997868,670.0,225.0,10,5000,4
238,33,0.01814430000001721,670.0,226.0,10,5000,4
239,34,0.01822540000000572,682.0,228.0,10,5000,4
240,35,0.018317700000011428,682.0,229.0,10,5000,4
241,36,0.018397300000060568,682.0,230.0,10,5000,4
242,37,0.01847140000006675,682.0,231.0,10,5000,4
243,38,0.018545900000049187,682.0,232.0,10,5000,4
244,39,0.018637900000044283,691.0,234.0,10,5000,4
245,40,0.018714200000090386,691.0,235.0,10,5000,4
246,41,0.018790299999977833,691.0,236.0,10,5000,4
247,42,0.01888450000001285,691.0,237.0,10,5000,4
248,43,0.018963299999995797,691.0,238.0,10,5000,4
249,44,0.0190412000000606,691.0,239.0,10,5000,4
250,45,0.019114100000024337,691.0,240.0,10,5000,4
251,46,0.01920010000003458,691.0,241.0,10,5000,4
252,47,0.019280800000046838,691.0,242.0,10,5000,4
253,48,0.01935680000008233,691.0,243.0,10,5000,4
254,49,0.019437200000083976,691.0,244.0,10,5000,4
255,1,0.006366599999978462,706.0,245.0,10,5000,5
256,2,0.006421400000022004,706.0,246.0,10,5000,5
257,3,0.00646900000003825,706.0,247.0,10,5000,5
258,4,0.0065020000000686196,711.0,249.0,10,5000,5
259,5,0.006547700000055556,716.0,251.0,10,5000,5
260,6,0.006582100000059654,716.0,252.0,10,5000,5
261,7,0.006628500000033455,734.0,254.0,10,5000,5
262,8,0.006663500000058775,734.0,255.0,10,5000,5
263,9,0.006698900000060348,744.0,257.0,10,5000,5
264,10,0.00673380000000634,744.0,258.0,10,5000,5
265,11,0.006769400000052883,744.0,259.0,10,5000,5
266,12,0.006803800000056981,744.0,260.0,10,5000,5
267,13,0.006838200000061079,744.0,261.0,10,5000,5
268,14,0.00687520000008135,744.0,262.0,10,5000,5
269,15,0.006912900000088484,744.0,263.0,10,5000,5
270,16,0.006950599999981932,744.0,264.0,10,5000,5
271,17,0.006989800000042123,744.0,265.0,10,5000,5
272,18,0.010928600000056576,744.0,266.0,10,5000,5
273,19,0.016987700000072437,744.0,267.0,10,5000,5
274,1,0.006366599999978462,484.0,269.0,10,5000,6
275,2,0.006421400000022004,499.0,271.0,10,5000,6
276,3,0.00646900000003825,539.0,273.0,10,5000,6
277,4,0.0065020000000686196,548.0,275.0,10,5000,6
278,5,0.006547700000055556,548.0,276.0,10,5000,6
279,6,0.006582100000059654,552.0,278.0,10,5000,6
280,7,0.006628500000033455,562.0,280.0,10,5000,6
281,8,0.006663500000058775,577.0,282.0,10,5000,6
282,9,0.006698900000060348,585.0,284.0,10,5000,6
283,10,0.00673380000000634,594.0,286.0,10,5000,6
284,11,0.006769400000052883,594.0,287.0,10,5000,6
285,12,0.006803800000056981,594.0,288.0,10,5000,6
286,13,0.006838200000061079,621.0,290.0,10,5000,6
287,14,0.00687520000008135,639.0,292.0,10,5000,6
288,15,0.006912900000088484,639.0,293.0,10,5000,6
289,16,0.006950599999981932,647.0,295.0,10,5000,6
290,17,0.006989800000042123,647.0,296.0,10,5000,6
291,18,0.010928600000056576,647.0,297.0,10,5000,6
292,19,0.016987700000072437,647.0,298.0,10,5000,6
293,20,0.01706550000005791,647.0,299.0,10,5000,6
294,21,0.017190500000083375,653.0,301.0,10,5000,6
295,22,0.017323200000078032,653.0,302.0,10,5000,6
296,23,0.01741390000006504,653.0,303.0,10,5000,6
297,24,0.017499600000064675,653.0,304.0,10,5000,6
298,25,0.017584900000088055,653.0,305.0,10,5000,6
299,26,0.01765330000000631,653.0,306.0,10,5000,6
300,27,0.017723600000067563,653.0,307.0,10,5000,6
301,28,0.01779080000005706,653.0,308.0,10,5000,6
302,29,0.017855400000030386,653.0,309.0,10,5000,6
303,30,0.017925100000070415,662.0,311.0,10,5000,6
304,31,0.017994900000076086,662.0,312.0,10,5000,6
305,32,0.01806499999997868,662.0,313.0,10,5000,6
306,33,0.01814430000001721,662.0,314.0,10,5000,6
307,34,0.01822540000000572,662.0,315.0,10,5000,6
308,35,0.018317700000011428,662.0,316.0,10,5000,6
309,36,0.018397300000060568,662.0,317.0,10,5000,6
310,37,0.01847140000006675,662.0,318.0,10,5000,6
311,38,0.018545900000049187,662.0,319.0,10,5000,6
312,39,0.018637900000044283,662.0,320.0,10,5000,6
313,40,0.018714200000090386,662.0,321.0,10,5000,6
314,1,0.006366599999978462,443.0,322.0,10,5000,7
315,2,0.006421400000022004,443.0,323.0,10,5000,7
316,3,0.00646900000003825,513.0,325.0,10,5000,7
317,4,0.0065020000000686196,516.0,327.0,10,5000,7
318,5,0.006547700000055556,516.0,328.0,10,5000,7
319,6,0.006582100000059654,516.0,329.0,10,5000,7
320,7,0.006628500000033455,516.0,330.0,10,5000,7
321,8,0.006663500000058775,516.0,331.0,10,5000,7
322,9,0.006698900000060348,519.0,333.0,10,5000,7
323,10,0.00673380000000634,524.0,335.0,10,5000,7
324,11,0.006769400000052883,534.0,337.0,10,5000,7
325,12,0.006803800000056981,564.0,339.0,10,5000,7
326,13,0.006838200000061079,564.0,340.0,10,5000,7
327,14,0.00687520000008135,568.0,342.0,10,5000,7
328,15,0.006912900000088484,568.0,343.0,10,5000,7
329,16,0.006950599999981932,568.0,344.0,10,5000,7
330,17,0.006989800000042123,568.0,345.0,10,5000,7
331,18,0.010928600000056576,568.0,346.0,10,5000,7
332,19,0.016987700000072437,568.0,347.0,10,5000,7
333,20,0.01706550000005791,571.0,349.0,10,5000,7
334,21,0.017190500000083375,571.0,350.0,10,5000,7
335,22,0.017323200000078032,595.0,352.0,10,5000,7
336,23,0.01741390000006504,595.0,353.0,10,5000,7
337,24,0.017499600000064675,595.0,354.0,10,5000,7
338,25,0.017584900000088055,595.0,355.0,10,5000,7
339,26,0.01765330000000631,595.0,356.0,10,5000,7
340,27,0.017723600000067563,595.0,357.0,10,5000,7
341,28,0.01779080000005706,597.0,359.0,10,5000,7
342,29,0.017855400000030386,597.0,360.0,10,5000,7
343,30,0.017925100000070415,633.0,362.0,10,5000,7
344,31,0.017994900000076086,642.0,364.0,10,5000,7
345,32,0.01806499999997868,666.0,366.0,10,5000,7
346,33,0.01814430000001721,671.0,368.0,10,5000,7
347,34,0.01822540000000572,677.0,370.0,10,5000,7
348,35,0.018317700000011428,677.0,371.0,10,5000,7
349,36,0.018397300000060568,677.0,372.0,10,5000,7
350,37,0.01847140000006675,687.0,374.0,10,5000,7
351,38,0.018545900000049187,687.0,375.0,10,5000,7
352,39,0.018637900000044283,687.0,376.0,10,5000,7
353,40,0.018714200000090386,687.0,377.0,10,5000,7
354,41,0.018790299999977833,687.0,378.0,10,5000,7
355,42,0.01888450000001285,687.0,379.0,10,5000,7
356,43,0.018963299999995797,688.0,381.0,10,5000,7
357,44,0.0190412000000606,688.0,382.0,10,5000,7
358,45,0.019114100000024337,688.0,383.0,10,5000,7
359,46,0.01920010000003458,688.0,384.0,10,5000,7
360,47,0.019280800000046838,688.0,385.0,10,5000,7
361,48,0.01935680000008233,695.0,387.0,10,5000,7
362,49,0.019437200000083976,705.0,389.0,10,5000,7
363,50,0.0195346000000427,705.0,390.0,10,5000,7
364,51,0.01963269999998829,705.0,391.0,10,5000,7
365,52,0.019713000000024294,705.0,392.0,10,5000,7
366,53,0.01979340000002594,705.0,393.0,10,5000,7
367,54,0.019873800000027586,713.0,395.0,10,5000,7
368,55,0.019954700000084813,723.0,397.0,10,5000,7
369,56,0.020039200000042,723.0,398.0,10,5000,7
370,57,0.020127200000047196,723.0,399.0,10,5000,7
371,58,0.020211700000004384,723.0,400.0,10,5000,7
372,59,0.020296799999982795,723.0,401.0,10,5000,7
373,60,0.020382000000040534,723.0,402.0,10,5000,7
374,61,0.020469900000080088,723.0,403.0,10,5000,7
375,62,0.00014690000000427972,723.0,404.0,10,5000,7
376,63,0.006422999999927015,723.0,405.0,10,5000,7
377,64,0.0065042999999604945,723.0,406.0,10,5000,7
378,65,0.006575399999974252,723.0,407.0,10,5000,7
379,1,0.006366599999978462,489.0,408.0,10,5000,8
380,2,0.006421400000022004,493.0,410.0,10,5000,8
381,3,0.00646900000003825,501.0,412.0,10,5000,8
382,4,0.0065020000000686196,557.0,414.0,10,5000,8
383,5,0.006547700000055556,557.0,415.0,10,5000,8
384,6,0.006582100000059654,557.0,416.0,10,5000,8
385,7,0.006628500000033455,577.0,418.0,10,5000,8
386,8,0.006663500000058775,589.0,420.0,10,5000,8
387,9,0.006698900000060348,589.0,421.0,10,5000,8
388,10,0.00673380000000634,589.0,422.0,10,5000,8
389,11,0.006769400000052883,592.0,424.0,10,5000,8
390,12,0.006803800000056981,592.0,425.0,10,5000,8
391,13,0.006838200000061079,592.0,426.0,10,5000,8
392,14,0.00687520000008135,592.0,427.0,10,5000,8
393,15,0.006912900000088484,610.0,429.0,10,5000,8
394,16,0.006950599999981932,622.0,431.0,10,5000,8
395,17,0.006989800000042123,622.0,432.0,10,5000,8
396,18,0.010928600000056576,622.0,433.0,10,5000,8
397,19,0.016987700000072437,622.0,434.0,10,5000,8
398,20,0.01706550000005791,622.0,435.0,10,5000,8
399,21,0.017190500000083375,622.0,436.0,10,5000,8
400,22,0.017323200000078032,622.0,437.0,10,5000,8
401,23,0.01741390000006504,622.0,438.0,10,5000,8
402,24,0.017499600000064675,622.0,439.0,10,5000,8
403,25,0.017584900000088055,622.0,440.0,10,5000,8
404,26,0.01765330000000631,622.0,441.0,10,5000,8
405,1,0.006366599999978462,434.0,442.0,10,5000,9
406,2,0.006421400000022004,470.0,444.0,10,5000,9
407,3,0.00646900000003825,470.0,445.0,10,5000,9
408,4,0.0065020000000686196,515.0,447.0,10,5000,9
409,5,0.006547700000055556,545.0,449.0,10,5000,9
410,6,0.006582100000059654,545.0,450.0,10,5000,9
411,7,0.006628500000033455,545.0,451.0,10,5000,9
412,8,0.006663500000058775,563.0,453.0,10,5000,9
413,9,0.006698900000060348,563.0,454.0,10,5000,9
414,10,0.00673380000000634,603.0,456.0,10,5000,9
415,11,0.006769400000052883,607.0,458.0,10,5000,9
416,12,0.006803800000056981,616.0,460.0,10,5000,9
417,13,0.006838200000061079,634.0,462.0,10,5000,9
418,14,0.00687520000008135,634.0,463.0,10,5000,9
419,15,0.006912900000088484,634.0,464.0,10,5000,9
420,16,0.006950599999981932,634.0,465.0,10,5000,9
421,17,0.006989800000042123,634.0,466.0,10,5000,9
422,18,0.010928600000056576,646.0,468.0,10,5000,9
423,19,0.016987700000072437,646.0,469.0,10,5000,9
424,20,0.01706550000005791,666.0,471.0,10,5000,9
425,21,0.017190500000083375,693.0,473.0,10,5000,9
426,22,0.017323200000078032,693.0,474.0,10,5000,9
427,23,0.01741390000006504,721.0,476.0,10,5000,9
428,24,0.017499600000064675,729.0,478.0,10,5000,9
429,25,0.017584900000088055,729.0,479.0,10,5000,9
430,26,0.01765330000000631,729.0,480.0,10,5000,9
431,27,0.017723600000067563,731.0,482.0,10,5000,9
432,28,0.01779080000005706,731.0,483.0,10,5000,9
433,29,0.017855400000030386,731.0,484.0,10,5000,9
434,30,0.017925100000070415,731.0,485.0,10,5000,9
435,31,0.017994900000076086,746.0,487.0,10,5000,9
436,32,0.01806499999997868,746.0,488.0,10,5000,9
437,33,0.01814430000001721,746.0,489.0,10,5000,9
438,34,0.01822540000000572,746.0,490.0,10,5000,9
439,35,0.018317700000011428,746.0,491.0,10,5000,9
440,36,0.018397300000060568,746.0,492.0,10,5000,9
441,37,0.01847140000006675,746.0,493.0,10,5000,9
442,38,0.018545900000049187,746.0,494.0,10,5000,9
443,39,0.018637900000044283,746.0,495.0,10,5000,9
444,40,0.018714200000090386,746.0,496.0,10,5000,9
445,41,0.018790299999977833,746.0,497.0,10,5000,9
446,1,0.006366599999978462,459.0,499.0,10,5000,10
447,2,0.006421400000022004,459.0,500.0,10,5000,10
448,3,0.00646900000003825,468.0,502.0,10,5000,10
449,4,0.0065020000000686196,468.0,503.0,10,5000,10
450,5,0.006547700000055556,469.0,505.0,10,5000,10
451,6,0.006582100000059654,523.0,507.0,10,5000,10
452,7,0.006628500000033455,523.0,508.0,10,5000,10
453,8,0.006663500000058775,523.0,509.0,10,5000,10
454,9,0.006698900000060348,523.0,510.0,10,5000,10
455,10,0.00673380000000634,563.0,512.0,10,5000,10
456,11,0.006769400000052883,563.0,513.0,10,5000,10
457,12,0.006803800000056981,563.0,514.0,10,5000,10
458,13,0.006838200000061079,563.0,515.0,10,5000,10
459,14,0.00687520000008135,563.0,516.0,10,5000,10
460,15,0.006912900000088484,563.0,517.0,10,5000,10
461,16,0.006950599999981932,563.0,518.0,10,5000,10
462,17,0.006989800000042123,563.0,519.0,10,5000,10
463,18,0.010928600000056576,563.0,520.0,10,5000,10
464,19,0.016987700000072437,563.0,521.0,10,5000,10
465,20,0.01706550000005791,617.0,523.0,10,5000,10
466,21,0.017190500000083375,629.0,525.0,10,5000,10
467,22,0.017323200000078032,639.0,527.0,10,5000,10
468,23,0.01741390000006504,639.0,528.0,10,5000,10
469,24,0.017499600000064675,671.0,530.0,10,5000,10
470,25,0.017584900000088055,671.0,531.0,10,5000,10
471,26,0.01765330000000631,671.0,532.0,10,5000,10
472,27,0.017723600000067563,671.0,533.0,10,5000,10
473,28,0.01779080000005706,671.0,534.0,10,5000,10
474,29,0.017855400000030386,677.0,536.0,10,5000,10
475,30,0.017925100000070415,677.0,537.0,10,5000,10
476,31,0.017994900000076086,685.0,539.0,10,5000,10
477,32,0.01806499999997868,685.0,540.0,10,5000,10
478,33,0.01814430000001721,685.0,541.0,10,5000,10
479,34,0.01822540000000572,685.0,542.0,10,5000,10
480,35,0.018317700000011428,685.0,543.0,10,5000,10
481,36,0.018397300000060568,685.0,544.0,10,5000,10
482,37,0.01847140000006675,685.0,545.0,10,5000,10
483,38,0.018545900000049187,685.0,546.0,10,5000,10
484,39,0.018637900000044283,685.0,547.0,10,5000,10
485,40,0.018714200000090386,685.0,548.0,10,5000,10
486,41,0.018790299999977833,685.0,549.0,10,5000,10
487,0,0.00013990000002195302,534.0,0.0,50,5000,0
488,1,0.006366599999978462,534.0,1.0,50,5000,0
489,2,0.006421400000022004,548.0,3.0,50,5000,0
490,3,0.00646900000003825,554.0,5.0,50,5000,0
491,4,0.0065020000000686196,554.0,6.0,50,5000,0
492,5,0.006547700000055556,626.0,8.0,50,5000,0
493,6,0.006582100000059654,626.0,9.0,50,5000,0
494,7,0.006628500000033455,636.0,11.0,50,5000,0
495,8,0.006663500000058775,636.0,12.0,50,5000,0
