,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0.0,45.0,250,0.0692230999993626,"[6, 3, 7, 4, 6, 9, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1, 4, 0, 9, 5, 8, 0, 9, 2, 6, 3, 8, 2, 4, 2, 6, 4, 8, 6, 1, 3, 8, 1, 9, 8, 9, 4, 1, 3, 6, 7, 2, 0, 3, 1, 7, 3, 1, 5, 5, 9, 3, 5, 1, 9, 1, 9, 3, 7, 6, 8, 7, 4, 1, 4, 7, 9, 8, 8, 0, 8, 6, 8, 7, 0, 7, 7, 2, 0, 7, 2, 2, 0, 4, 9, 6, 9, 8, 6, 8, 7, 1, 0, 6, 6, 7, 4, 2, 7, 5, 2, 0, 2, 4, 2, 0, 4, 9, 6, 6, 8, 9, 9, 2, 6, 0, 3, 3, 4, 6, 6, 3, 6, 2, 5, 1, 9, 8, 4, 5, 3, 9, 6, 8, 6, 0, 0, 8, 8, 3, 8, 2, 6, 5, 7, 8, 4, 0, 2, 9, 7, 5, 7, 8, 3, 0, 0, 9, 3, 6, 1, 2, 0, 4, 0, 7, 0, 0, 1, 1, 5, 6, 4, 0, 0, 2, 1, 4, 9, 5, 6, 3, 6, 7, 0, 5, 7, 4, 3, 1, 5]",250.0,0.1,2500
1,250.0,0.0,16083,4.848100600007456,"[1, 5, 6, 9, 1, 9, 1, 6, 1, 7, 8, 3, 6, 0, 3, 2, 1, 6, 9, 5, 5, 2, 3, 7, 0, 3, 9, 2, 0, 8, 7, 6, 6, 6, 8, 8, 1, 2, 9, 3, 4, 5, 8, 8, 3, 1, 3, 4, 3, 7, 9, 9, 4, 0, 7, 1, 4, 2, 6, 2, 4, 4, 9, 9, 3, 3, 5, 2, 9, 9, 6, 3, 4, 9, 4, 9, 6, 7, 1, 6, 3, 3, 8, 1, 4, 6, 4, 8, 4, 5, 1, 7, 7, 8, 3, 2, 8, 1, 4, 0, 3, 6, 0, 8, 5, 2, 9, 6, 4, 1, 9, 2, 1, 9, 4, 2, 4, 9, 5, 8, 7, 0, 9, 4, 5, 9, 2, 6, 1, 6, 2, 3, 9, 6, 1, 5, 4, 7, 9, 4, 0, 5, 0, 3, 9, 6, 3, 0, 0, 9, 4, 1, 6, 5, 0, 8, 2, 1, 6, 2, 9, 3, 8, 2, 4, 3, 9, 3, 9, 7, 8, 8, 9, 3, 8, 5, 6, 6, 8, 5, 5, 3, 6, 4, 8, 4, 0, 0, 7, 2, 1, 6, 7, 4, 8, 9, 8, 0, 3, 1]",250.0,0.1,2500
2,1000.0,0.0,16083,4.848100600007456,"[1, 5, 6, 9, 1, 9, 1, 6, 1, 7, 8, 3, 6, 0, 3, 2, 1, 6, 9, 5, 5, 2, 3, 7, 0, 3, 9, 2, 0, 8, 7, 6, 6, 6, 8, 8, 1, 2, 9, 3, 4, 5, 8, 8, 3, 1, 3, 4, 3, 7, 9, 9, 4, 0, 7, 1, 4, 2, 6, 2, 4, 4, 9, 9, 3, 3, 5, 2, 9, 9, 6, 3, 4, 9, 4, 9, 6, 7, 1, 6, 3, 3, 8, 1, 4, 6, 4, 8, 4, 5, 1, 7, 7, 8, 3, 2, 8, 1, 4, 0, 3, 6, 0, 8, 5, 2, 9, 6, 4, 1, 9, 2, 1, 9, 4, 2, 4, 9, 5, 8, 7, 0, 9, 4, 5, 9, 2, 6, 1, 6, 2, 3, 9, 6, 1, 5, 4, 7, 9, 4, 0, 5, 0, 3, 9, 6, 3, 0, 0, 9, 4, 1, 6, 5, 0, 8, 2, 1, 6, 2, 9, 3, 8, 2, 4, 3, 9, 3, 9, 7, 8, 8, 9, 3, 8, 5, 6, 6, 8, 5, 5, 3, 6, 4, 8, 4, 0, 0, 7, 2, 1, 6, 7, 4, 8, 9, 8, 0, 3, 1]",250.0,0.1,2500
3,2500.0,0.0,16083,4.848100600007456,"[1, 5, 6, 9, 1, 9, 1, 6, 1, 7, 8, 3, 6, 0, 3, 2, 1, 6, 9, 5, 5, 2, 3, 7, 0, 3, 9, 2, 0, 8, 7, 6, 6, 6, 8, 8, 1, 2, 9, 3, 4, 5, 8, 8, 3, 1, 3, 4, 3, 7, 9, 9, 4, 0, 7, 1, 4, 2, 6, 2, 4, 4, 9, 9, 3, 3, 5, 2, 9, 9, 6, 3, 4, 9, 4, 9, 6, 7, 1, 6, 3, 3, 8, 1, 4, 6, 4, 8, 4, 5, 1, 7, 7, 8, 3, 2, 8, 1, 4, 0, 3, 6, 0, 8, 5, 2, 9, 6, 4, 1, 9, 2, 1, 9, 4, 2, 4, 9, 5, 8, 7, 0, 9, 4, 5, 9, 2, 6, 1, 6, 2, 3, 9, 6, 1, 5, 4, 7, 9, 4, 0, 5, 0, 3, 9, 6, 3, 0, 0, 9, 4, 1, 6, 5, 0, 8, 2, 1, 6, 2, 9, 3, 8, 2, 4, 3, 9, 3, 9, 7, 8, 8, 9, 3, 8, 5, 6, 6, 8, 5, 5, 3, 6, 4, 8, 4, 0, 0, 7, 2, 1, 6, 7, 4, 8, 9, 8, 0, 3, 1]",250.0,0.1,2500
4,0.0,45.0,250,0.06800400000065565,"[6, 3, 7, 4, 6, 9, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1, 4, 0, 9, 5, 8, 0, 9, 2, 6, 3, 8, 2, 4, 2, 6, 4, 8, 6, 1, 3, 8, 1, 9, 8, 9, 4, 1, 3, 6, 7, 2, 0, 3, 1, 7, 3, 1, 5, 5, 9, 3, 5, 1, 9, 1, 9, 3, 7, 6, 8, 7, 4, 1, 4, 7, 9, 8, 8, 0, 8, 6, 8, 7, 0, 7, 7, 2, 0, 7, 2, 2, 0, 4, 9, 6, 9, 8, 6, 8, 7, 1, 0, 6, 6, 7, 4, 2, 7, 5, 2, 0, 2, 4, 2, 0, 4, 9, 6, 6, 8, 9, 9, 2, 6, 0, 3, 3, 4, 6, 6, 3, 6, 2, 5, 1, 9, 8, 4, 5, 3, 9, 6, 8, 6, 0, 0, 8, 8, 3, 8, 2, 6, 5, 7, 8, 4, 0, 2, 9, 7, 5, 7, 8, 3, 0, 0, 9, 3, 6, 1, 2, 0, 4, 0, 7, 0, 0, 1, 1, 5, 6, 4, 0, 0, 2, 1, 4, 9, 5, 6, 3, 6, 7, 0, 5, 7, 4, 3, 1, 5]",250.0,0.3,2500
5,250.0,0.0,15578,4.605696699989494,"[0, 5, 0, 8, 9, 9, 0, 1, 4, 9, 3, 6, 2, 8, 2, 1, 6, 3, 2, 0, 4, 8, 9, 5, 0, 4, 5, 4, 4, 8, 3, 9, 9, 9, 7, 5, 4, 3, 6, 2, 9, 9, 0, 1, 6, 8, 1, 2, 2, 8, 0, 2, 9, 3, 2, 6, 9, 9, 6, 2, 4, 6, 0, 4, 0, 9, 7, 4, 6, 9, 3, 3, 2, 6, 7, 9, 1, 3, 8, 7, 2, 1, 7, 2, 2, 5, 0, 7, 5, 9, 7, 8, 0, 3, 9, 9, 1, 3, 7, 6, 4, 7, 6, 9, 4, 8, 1, 6, 5, 7, 6, 8, 7, 7, 0, 1, 1, 4, 8, 9, 0, 8, 7, 8, 8, 1, 0, 0, 5, 6, 8, 6, 0, 3, 5, 6, 3, 0, 5, 9, 6, 7, 4, 2, 0, 7, 1, 4, 5, 4, 4, 3, 1, 2, 4, 8, 0, 2, 1, 6, 6, 2, 2, 6, 5, 3, 2, 8, 0, 7, 9, 0, 8, 7, 5, 1, 8, 6, 2, 0, 8, 7, 6, 4, 2, 7, 3, 3, 8, 5, 1, 3, 9, 8, 2, 9, 7, 7, 1, 0]",250.0,0.3,2500
6,1000.0,0.0,15578,4.605696699989494,"[0, 5, 0, 8, 9, 9, 0, 1, 4, 9, 3, 6, 2, 8, 2, 1, 6, 3, 2, 0, 4, 8, 9, 5, 0, 4, 5, 4, 4, 8, 3, 9, 9, 9, 7, 5, 4, 3, 6, 2, 9, 9, 0, 1, 6, 8, 1, 2, 2, 8, 0, 2, 9, 3, 2, 6, 9, 9, 6, 2, 4, 6, 0, 4, 0, 9, 7, 4, 6, 9, 3, 3, 2, 6, 7, 9, 1, 3, 8, 7, 2, 1, 7, 2, 2, 5, 0, 7, 5, 9, 7, 8, 0, 3, 9, 9, 1, 3, 7, 6, 4, 7, 6, 9, 4, 8, 1, 6, 5, 7, 6, 8, 7, 7, 0, 1, 1, 4, 8, 9, 0, 8, 7, 8, 8, 1, 0, 0, 5, 6, 8, 6, 0, 3, 5, 6, 3, 0, 5, 9, 6, 7, 4, 2, 0, 7, 1, 4, 5, 4, 4, 3, 1, 2, 4, 8, 0, 2, 1, 6, 6, 2, 2, 6, 5, 3, 2, 8, 0, 7, 9, 0, 8, 7, 5, 1, 8, 6, 2, 0, 8, 7, 6, 4, 2, 7, 3, 3, 8, 5, 1, 3, 9, 8, 2, 9, 7, 7, 1, 0]",250.0,0.3,2500
7,2500.0,0.0,15578,4.605696699989494,"[0, 5, 0, 8, 9, 9, 0, 1, 4, 9, 3, 6, 2, 8, 2, 1, 6, 3, 2, 0, 4, 8, 9, 5, 0, 4, 5, 4, 4, 8, 3, 9, 9, 9, 7, 5, 4, 3, 6, 2, 9, 9, 0, 1, 6, 8, 1, 2, 2, 8, 0, 2, 9, 3, 2, 6, 9, 9, 6, 2, 4, 6, 0, 4, 0, 9, 7, 4, 6, 9, 3, 3, 2, 6, 7, 9, 1, 3, 8, 7, 2, 1, 7, 2, 2, 5, 0, 7, 5, 9, 7, 8, 0, 3, 9, 9, 1, 3, 7, 6, 4, 7, 6, 9, 4, 8, 1, 6, 5, 7, 6, 8, 7, 7, 0, 1, 1, 4, 8, 9, 0, 8, 7, 8, 8, 1, 0, 0, 5, 6, 8, 6, 0, 3, 5, 6, 3, 0, 5, 9, 6, 7, 4, 2, 0, 7, 1, 4, 5, 4, 4, 3, 1, 2, 4, 8, 0, 2, 1, 6, 6, 2, 2, 6, 5, 3, 2, 8, 0, 7, 9, 0, 8, 7, 5, 1, 8, 6, 2, 0, 8, 7, 6, 4, 2, 7, 3, 3, 8, 5, 1, 3, 9, 8, 2, 9, 7, 7, 1, 0]",250.0,0.3,2500
8,0.0,45.0,250,0.0685292000125628,"[6, 3, 7, 4, 6, 9, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1, 4, 0, 9, 5, 8, 0, 9, 2, 6, 3, 8, 2, 4, 2, 6, 4, 8, 6, 1, 3, 8, 1, 9, 8, 9, 4, 1, 3, 6, 7, 2, 0, 3, 1, 7, 3, 1, 5, 5, 9, 3, 5, 1, 9, 1, 9, 3, 7, 6, 8, 7, 4, 1, 4, 7, 9, 8, 8, 0, 8, 6, 8, 7, 0, 7, 7, 2, 0, 7, 2, 2, 0, 4, 9, 6, 9, 8, 6, 8, 7, 1, 0, 6, 6, 7, 4, 2, 7, 5, 2, 0, 2, 4, 2, 0, 4, 9, 6, 6, 8, 9, 9, 2, 6, 0, 3, 3, 4, 6, 6, 3, 6, 2, 5, 1, 9, 8, 4, 5, 3, 9, 6, 8, 6, 0, 0, 8, 8, 3, 8, 2, 6, 5, 7, 8, 4, 0, 2, 9, 7, 5, 7, 8, 3, 0, 0, 9, 3, 6, 1, 2, 0, 4, 0, 7, 0, 0, 1, 1, 5, 6, 4, 0, 0, 2, 1, 4, 9, 5, 6, 3, 6, 7, 0, 5, 7, 4, 3, 1, 5]",250.0,0.5,2500
9,250.0,0.0,20348,6.140450900013093,"[7, 7, 8, 0, 4, 7, 0, 9, 7, 6, 3, 9, 9, 8, 0, 5, 6, 7, 1, 6, 2, 9, 9, 6, 1, 0, 3, 2, 5, 8, 4, 9, 7, 3, 7, 0, 3, 7, 6, 0, 2, 8, 2, 0, 9, 5, 3, 9, 1, 2, 0, 6, 4, 3, 6, 6, 1, 4, 4, 1, 4, 1, 1, 7, 3, 5, 6, 4, 7, 6, 2, 1, 8, 4, 9, 8, 2, 9, 9, 8, 0, 3, 3, 0, 2, 7, 3, 2, 1, 3, 5, 5, 2, 4, 9, 5, 9, 7, 5, 6, 6, 5, 5, 2, 8, 9, 5, 5, 4, 1, 0, 4, 5, 3, 7, 4, 1, 5, 8, 8, 6, 4, 7, 5, 0, 6, 2, 7, 7, 6, 5, 3, 7, 1, 8, 0, 3, 8, 3, 4, 8, 2, 6, 4, 7, 7, 5, 4, 3, 5, 1, 7, 5, 4, 2, 8, 3, 9, 1, 4, 6, 5, 2, 1, 8, 5, 0, 8, 7, 7, 5, 2, 9, 1, 5, 5, 8, 8, 3, 9, 0, 8, 3, 6, 2, 1, 3, 7, 2, 2, 6, 0, 1, 0, 2, 4, 5, 0, 1, 6]",250.0,0.5,2500
