,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0.0,18.0,0,0.0003404000001410168,"[6, 3, 10, 7, 4, 6, 9, 2, 6, 10, 10, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 5, 1, 11, 4, 0, 11, 9, 5, 11, 8, 0, 10, 10, 9, 11, 11, 2, 11, 6, 3, 8, 2, 4, 2, 6, 4, 8, 6, 1, 3, 8, 11, 1, 9, 8, 9, 4, 1, 3, 11, 11, 6, 11, 7, 2, 0, 3, 1, 7, 3, 1, 5, 5, 9, 3, 5, 1, 9, 11, 1, 9, 3, 7, 6, 11, 8, 7, 4, 1, 4, 7, 9, 8, 11, 11, 11, 8, 0]",1,5000,0
1,250.0,13.0,39,0.010747499999979482,"[6, 3, 10, 7, 4, 6, 9, 2, 6, 10, 10, 1, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 5, 1, 11, 4, 9, 11, 9, 5, 11, 8, 0, 10, 10, 9, 11, 11, 2, 11, 6, 3, 8, 2, 4, 2, 6, 4, 8, 6, 1, 3, 8, 11, 1, 9, 8, 9, 4, 1, 3, 11, 11, 6, 11, 7, 2, 0, 3, 1, 7, 3, 1, 5, 5, 9, 3, 5, 10, 9, 11, 1, 9, 3, 7, 6, 11, 8, 6, 7, 1, 4, 7, 9, 8, 11, 11, 11, 8, 0]",1,5000,0
2,1000.0,13.0,39,0.010747499999979482,"[6, 3, 10, 7, 4, 6, 9, 2, 6, 10, 10, 1, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 5, 1, 11, 4, 9, 11, 9, 5, 11, 8, 0, 10, 10, 9, 11, 11, 2, 11, 6, 3, 8, 2, 4, 2, 6, 4, 8, 6, 1, 3, 8, 11, 1, 9, 8, 9, 4, 1, 3, 11, 11, 6, 11, 7, 2, 0, 3, 1, 7, 3, 1, 5, 5, 9, 3, 5, 10, 9, 11, 1, 9, 3, 7, 6, 11, 8, 6, 7, 1, 4, 7, 9, 8, 11, 11, 11, 8, 0]",1,5000,0
3,2500.0,13.0,39,0.010747499999979482,"[6, 3, 10, 7, 4, 6, 9, 2, 6, 10, 10, 1, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 5, 1, 11, 4, 9, 11, 9, 5, 11, 8, 0, 10, 10, 9, 11, 11, 2, 11, 6, 3, 8, 2, 4, 2, 6, 4, 8, 6, 1, 3, 8, 11, 1, 9, 8, 9, 4, 1, 3, 11, 11, 6, 11, 7, 2, 0, 3, 1, 7, 3, 1, 5, 5, 9, 3, 5, 10, 9, 11, 1, 9, 3, 7, 6, 11, 8, 6, 7, 1, 4, 7, 9, 8, 11, 11, 11, 8, 0]",1,5000,0
4,5000.0,13.0,39,0.010747499999979482,"[6, 3, 10, 7, 4, 6, 9, 2, 6, 10, 10, 1, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 5, 1, 11, 4, 9, 11, 9, 5, 11, 8, 0, 10, 10, 9, 11, 11, 2, 11, 6, 3, 8, 2, 4, 2, 6, 4, 8, 6, 1, 3, 8, 11, 1, 9, 8, 9, 4, 1, 3, 11, 11, 6, 11, 7, 2, 0, 3, 1, 7, 3, 1, 5, 5, 9, 3, 5, 10, 9, 11, 1, 9, 3, 7, 6, 11, 8, 6, 7, 1, 4, 7, 9, 8, 11, 11, 11, 8, 0]",1,5000,0
5,0.0,16.0,39,0.015038000000004104,"[9, 8, 4, 5, 11, 11, 11, 11, 3, 10, 9, 6, 11, 8, 6, 0, 0, 8, 10, 8, 3, 8, 2, 6, 5, 7, 10, 8, 4, 0, 2, 9, 11, 7, 10, 5, 7, 8, 3, 0, 0, 9, 3, 11, 6, 1, 2, 0, 4, 0, 7, 0, 10, 0, 1, 1, 11, 5, 6, 4, 0, 0, 2, 1, 4, 11, 9, 5, 6, 3, 6, 10, 7, 10, 0, 5, 7, 4, 3, 1, 5, 5, 10, 0, 8, 11, 10, 5, 2, 3, 11, 10, 3, 2, 9, 2, 2, 3, 6, 3]",1,5000,1
6,250.0,13.0,51,0.02039439999998649,"[9, 8, 4, 5, 11, 11, 11, 11, 3, 10, 9, 6, 11, 8, 6, 0, 0, 8, 10, 8, 3, 8, 2, 6, 5, 7, 10, 8, 4, 0, 2, 9, 7, 7, 10, 5, 7, 8, 3, 0, 0, 9, 3, 11, 6, 1, 2, 0, 4, 0, 7, 0, 10, 0, 1, 1, 11, 5, 6, 4, 0, 0, 2, 1, 4, 11, 9, 5, 6, 3, 6, 10, 7, 10, 0, 5, 7, 4, 3, 1, 5, 5, 10, 0, 8, 11, 10, 5, 2, 3, 11, 10, 3, 2, 9, 2, 2, 3, 6, 3]",1,5000,1
7,1000.0,13.0,51,0.02039439999998649,"[9, 8, 4, 5, 11, 11, 11, 11, 3, 10, 9, 6, 11, 8, 6, 0, 0, 8, 10, 8, 3, 8, 2, 6, 5, 7, 10, 8, 4, 0, 2, 9, 7, 7, 10, 5, 7, 8, 3, 0, 0, 9, 3, 11, 6, 1, 2, 0, 4, 0, 7, 0, 10, 0, 1, 1, 11, 5, 6, 4, 0, 0, 2, 1, 4, 11, 9, 5, 6, 3, 6, 10, 7, 10, 0, 5, 7, 4, 3, 1, 5, 5, 10, 0, 8, 11, 10, 5, 2, 3, 11, 10, 3, 2, 9, 2, 2, 3, 6, 3]",1,5000,1
8,2500.0,13.0,51,0.02039439999998649,"[9, 8, 4, 5, 11, 11, 11, 11, 3, 10, 9, 6, 11, 8, 6, 0, 0, 8, 10, 8, 3, 8, 2, 6, 5, 7, 10, 8, 4, 0, 2, 9, 7, 7, 10, 5, 7, 8, 3, 0, 0, 9, 3, 11, 6, 1, 2, 0, 4, 0, 7, 0, 10, 0, 1, 1, 11, 5, 6, 4, 0, 0, 2, 1, 4, 11, 9, 5, 6, 3, 6, 10, 7, 10, 0, 5, 7, 4, 3, 1, 5, 5, 10, 0, 8, 11, 10, 5, 2, 3, 11, 10, 3, 2, 9, 2, 2, 3, 6, 3]",1,5000,1
9,5000.0,13.0,51,0.02039439999998649,"[9, 8, 4, 5, 11, 11, 11, 11, 3, 10, 9, 6, 11, 8, 6, 0, 0, 8, 10, 8, 3, 8, 2, 6, 5, 7, 10, 8, 4, 0, 2, 9, 7, 7, 10, 5, 7, 8, 3, 0, 0, 9, 3, 11, 6, 1, 2, 0, 4, 0, 7, 0, 10, 0, 1, 1, 11, 5, 6, 4, 0, 0, 2, 1, 4, 11, 9, 5, 6, 3, 6, 10, 7, 10, 0, 5, 7, 4, 3, 1, 5, 5, 10, 0, 8, 11, 10, 5, 2, 3, 11, 10, 3, 2, 9, 2, 2, 3, 6, 3]",1,5000,1
10,0.0,18.0,0,0.0003280000000813743,"[6, 3, 10, 7, 4, 6, 9, 2, 6, 10, 10, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 11, 5, 1, 11, 4, 0, 11, 9, 5, 11, 8, 0, 10, 10, 9, 11, 11, 2, 11, 6, 3, 8, 2, 4, 2, 6, 4, 8, 6, 1, 3, 8, 11, 1, 9, 8, 9, 4, 1, 3, 11, 11, 6, 11, 7, 2, 0, 3, 1, 7, 3, 1, 5, 5, 9, 3, 5, 1, 9, 11, 1, 9, 3, 7, 6, 11, 8, 7, 4, 1, 4, 7, 9, 8, 11, 11, 11, 8, 0]",10,5000,0
