,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0.0,534.0,250,0.006814200000007986,"[6, 3, 7, 4, 6, 9, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1]",True,250.0,0.25,2500
1,250.0,849.0,63007,9.002287499999966,"[9.0, 8.0, 0.0, 9.0, 0.0, 9.0, 8.0, 7.0, 1.0, 9.0, 4.0, 9.0, 3.0, 9.0, 9.0, 4.0, 9.0, 9.0, 3.0, 8.0]",True,250.0,0.25,2500
2,1000.0,849.0,128016,18.59489480000002,"[9.0, 8.0, 0.0, 9.0, 0.0, 9.0, 8.0, 7.0, 1.0, 9.0, 4.0, 9.0, 3.0, 9.0, 9.0, 4.0, 9.0, 9.0, 3.0, 8.0]",True,250.0,0.25,2500
3,2500.0,849.0,128016,18.59489480000002,"[9.0, 8.0, 0.0, 9.0, 0.0, 9.0, 8.0, 7.0, 1.0, 9.0, 4.0, 9.0, 3.0, 9.0, 9.0, 4.0, 9.0, 9.0, 3.0, 8.0]",True,250.0,0.25,2500
4,0.0,534.0,250,0.0055872999996609,"[6, 3, 7, 4, 6, 9, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1]",True,250.0,0.5,2500
5,250.0,860.0,63008,8.969234799999867,"[9.0, 8.0, 3.0, 7.0, 1.0, 9.0, 9.0, 7.0, 0.0, 9.0, 7.0, 9.0, 2.0, 9.0, 9.0, 7.0, 8.0, 8.0, 1.0, 9.0]",True,250.0,0.5,2500
6,1000.0,860.0,130276,18.810240699999667,"[9.0, 8.0, 3.0, 7.0, 1.0, 9.0, 9.0, 7.0, 0.0, 9.0, 7.0, 9.0, 2.0, 9.0, 9.0, 7.0, 8.0, 8.0, 1.0, 9.0]",True,250.0,0.5,2500
7,2500.0,860.0,130276,18.810240699999667,"[9.0, 8.0, 3.0, 7.0, 1.0, 9.0, 9.0, 7.0, 0.0, 9.0, 7.0, 9.0, 2.0, 9.0, 9.0, 7.0, 8.0, 8.0, 1.0, 9.0]",True,250.0,0.5,2500
8,0.0,534.0,250,0.005778499999905762,"[6, 3, 7, 4, 6, 9, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1]",True,250.0,0.75,2500
9,250.0,843.0,63009,9.286384300000009,"[9.0, 5.0, 6.0, 8.0, 6.0, 9.0, 7.0, 9.0, 1.0, 9.0, 6.0, 7.0, 0.0, 9.0, 9.0, 5.0, 9.0, 8.0, 3.0, 9.0]",True,250.0,0.75,2500
10,1000.0,843.0,132787,19.71775750000006,"[9.0, 5.0, 6.0, 8.0, 6.0, 9.0, 7.0, 9.0, 1.0, 9.0, 6.0, 7.0, 0.0, 9.0, 9.0, 5.0, 9.0, 8.0, 3.0, 9.0]",True,250.0,0.75,2500
11,2500.0,843.0,132787,19.71775750000006,"[9.0, 5.0, 6.0, 8.0, 6.0, 9.0, 7.0, 9.0, 1.0, 9.0, 6.0, 7.0, 0.0, 9.0, 9.0, 5.0, 9.0, 8.0, 3.0, 9.0]",True,250.0,0.75,2500
12,0.0,534.0,1000,0.022326499999962834,"[6, 3, 7, 4, 6, 9, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1]",True,1000.0,0.25,2500
13,250.0,875.0,251261,23.55920679999963,"[9.0, 8.0, 0.0, 9.0, 1.0, 9.0, 9.0, 9.0, 0.0, 9.0, 4.0, 8.0, 5.0, 9.0, 7.0, 6.0, 9.0, 8.0, 2.0, 9.0]",True,1000.0,0.25,2500
14,1000.0,875.0,517527,49.69991110000001,"[9.0, 8.0, 0.0, 9.0, 1.0, 9.0, 9.0, 9.0, 0.0, 9.0, 4.0, 8.0, 5.0, 9.0, 7.0, 6.0, 9.0, 8.0, 2.0, 9.0]",True,1000.0,0.25,2500
15,2500.0,875.0,517527,49.69991110000001,"[9.0, 8.0, 0.0, 9.0, 1.0, 9.0, 9.0, 9.0, 0.0, 9.0, 4.0, 8.0, 5.0, 9.0, 7.0, 6.0, 9.0, 8.0, 2.0, 9.0]",True,1000.0,0.25,2500
16,0.0,534.0,1000,0.02188609999984692,"[6, 3, 7, 4, 6, 9, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1]",True,1000.0,0.5,2500
17,250.0,875.0,251265,23.2193242999997,"[9.0, 9.0, 2.0, 9.0, 0.0, 9.0, 9.0, 9.0, 0.0, 9.0, 7.0, 6.0, 1.0, 9.0, 6.0, 5.0, 9.0, 8.0, 6.0, 9.0]",True,1000.0,0.5,2500
18,1000.0,875.0,691705,66.27057079999986,"[9.0, 9.0, 2.0, 9.0, 0.0, 9.0, 9.0, 9.0, 0.0, 9.0, 7.0, 6.0, 1.0, 9.0, 6.0, 5.0, 9.0, 8.0, 6.0, 9.0]",True,1000.0,0.5,2500
