,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
240,11,0.026037899999209912,271.0,297.0,50,2500,3
241,12,0.02711979999912728,271.0,298.0,50,2500,3
242,13,0.028314600000157952,271.0,299.0,50,2500,3
243,14,0.029406999999991967,271.0,300.0,50,2500,3
244,15,0.03051249999953143,271.0,301.0,50,2500,3
245,16,0.031604599998900085,271.0,302.0,50,2500,3
246,1,0.009718299999804003,239.0,304.0,50,2500,4
247,2,0.010970999999699416,239.0,305.0,50,2500,4
248,3,0.012067199999364675,239.0,306.0,50,2500,4
249,4,0.01435469999887573,241.0,308.0,50,2500,4
250,5,0.015740099999675294,241.0,309.0,50,2500,4
251,6,0.0169633999994403,241.0,310.0,50,2500,4
252,7,0.019258299998909933,241.0,311.0,50,2500,4
253,8,0.02045650000036403,241.0,312.0,50,2500,4
254,9,0.021603999999570078,241.0,313.0,50,2500,4
255,10,0.023871299999882467,241.0,314.0,50,2500,4
256,11,0.026037899999209912,241.0,315.0,50,2500,4
257,12,0.02711979999912728,241.0,316.0,50,2500,4
258,13,0.028314600000157952,241.0,317.0,50,2500,4
259,14,0.029406999999991967,241.0,318.0,50,2500,4
260,1,0.009718299999804003,231.0,320.0,50,2500,5
261,2,0.010970999999699416,231.0,321.0,50,2500,5
262,3,0.012067199999364675,231.0,322.0,50,2500,5
263,4,0.01435469999887573,231.0,323.0,50,2500,5
264,5,0.015740099999675294,231.0,324.0,50,2500,5
265,6,0.0169633999994403,231.0,325.0,50,2500,5
266,7,0.019258299998909933,231.0,326.0,50,2500,5
267,8,0.02045650000036403,231.0,327.0,50,2500,5
268,9,0.021603999999570078,231.0,328.0,50,2500,5
269,10,0.023871299999882467,231.0,329.0,50,2500,5
270,11,0.026037899999209912,233.0,331.0,50,2500,5
271,12,0.02711979999912728,235.0,333.0,50,2500,5
272,13,0.028314600000157952,235.0,334.0,50,2500,5
273,14,0.029406999999991967,235.0,335.0,50,2500,5
274,15,0.03051249999953143,237.0,337.0,50,2500,5
275,16,0.031604599998900085,237.0,338.0,50,2500,5
276,17,0.03270820000034291,237.0,339.0,50,2500,5
277,18,0.033796399999118876,239.0,341.0,50,2500,5
278,19,0.03497909999896365,239.0,342.0,50,2500,5
279,20,0.036070599999220576,241.0,344.0,50,2500,5
280,21,0.03823729999930947,241.0,345.0,50,2500,5
281,22,0.03932929999973567,241.0,346.0,50,2500,5
282,23,0.040420899998935056,241.0,347.0,50,2500,5
283,24,0.04159849999996368,241.0,348.0,50,2500,5
284,25,0.04268969999975525,241.0,349.0,50,2500,5
285,26,0.043784399998912704,243.0,351.0,50,2500,5
286,27,0.04487139999946521,243.0,352.0,50,2500,5
287,28,0.045971300000019255,243.0,353.0,50,2500,5
288,29,0.04707629999938945,243.0,354.0,50,2500,5
289,30,0.048257999998895684,244.0,356.0,50,2500,5
290,31,0.050420999999914784,246.0,358.0,50,2500,5
291,32,0.052581399999326095,246.0,359.0,50,2500,5
292,33,0.053672699999879114,246.0,360.0,50,2500,5
293,34,0.05476319999979751,246.0,361.0,50,2500,5
294,35,0.05593659999976808,246.0,362.0,50,2500,5
295,36,0.05704209999930754,246.0,363.0,50,2500,5
296,37,0.058141100000284496,246.0,364.0,50,2500,5
297,38,0.0603147000001627,246.0,365.0,50,2500,5
298,39,0.06140830000003916,246.0,366.0,50,2500,5
299,40,0.06259979999958887,246.0,367.0,50,2500,5
300,41,0.06370040000001609,246.0,368.0,50,2500,5
301,1,0.009718299999804003,251.0,369.0,50,2500,6
302,2,0.010970999999699416,251.0,370.0,50,2500,6
303,3,0.012067199999364675,251.0,371.0,50,2500,6
304,4,0.01435469999887573,251.0,372.0,50,2500,6
305,5,0.015740099999675294,251.0,373.0,50,2500,6
306,6,0.0169633999994403,251.0,374.0,50,2500,6
307,7,0.019258299998909933,251.0,375.0,50,2500,6
308,8,0.02045650000036403,251.0,376.0,50,2500,6
309,9,0.021603999999570078,251.0,377.0,50,2500,6
310,10,0.023871299999882467,253.0,379.0,50,2500,6
311,11,0.026037899999209912,253.0,380.0,50,2500,6
312,12,0.02711979999912728,255.0,382.0,50,2500,6
313,13,0.028314600000157952,257.0,384.0,50,2500,6
314,14,0.029406999999991967,257.0,385.0,50,2500,6
315,15,0.03051249999953143,257.0,386.0,50,2500,6
316,16,0.031604599998900085,259.0,388.0,50,2500,6
317,17,0.03270820000034291,261.0,390.0,50,2500,6
318,18,0.033796399999118876,263.0,392.0,50,2500,6
319,19,0.03497909999896365,263.0,393.0,50,2500,6
320,20,0.036070599999220576,263.0,394.0,50,2500,6
321,21,0.03823729999930947,263.0,395.0,50,2500,6
322,22,0.03932929999973567,263.0,396.0,50,2500,6
323,23,0.040420899998935056,265.0,398.0,50,2500,6
324,24,0.04159849999996368,267.0,400.0,50,2500,6
325,25,0.04268969999975525,267.0,401.0,50,2500,6
326,26,0.043784399998912704,267.0,402.0,50,2500,6
327,27,0.04487139999946521,267.0,403.0,50,2500,6
328,28,0.045971300000019255,267.0,404.0,50,2500,6
329,29,0.04707629999938945,267.0,405.0,50,2500,6
330,30,0.048257999998895684,269.0,407.0,50,2500,6
331,31,0.050420999999914784,269.0,408.0,50,2500,6
332,32,0.052581399999326095,269.0,409.0,50,2500,6
333,33,0.053672699999879114,269.0,410.0,50,2500,6
334,34,0.05476319999979751,269.0,411.0,50,2500,6
335,35,0.05593659999976808,269.0,412.0,50,2500,6
336,36,0.05704209999930754,269.0,413.0,50,2500,6
337,37,0.058141100000284496,269.0,414.0,50,2500,6
338,38,0.0603147000001627,269.0,415.0,50,2500,6
339,39,0.06140830000003916,269.0,416.0,50,2500,6
340,40,0.06259979999958887,269.0,417.0,50,2500,6
341,1,0.009718299999804003,240.0,418.0,50,2500,7
342,2,0.010970999999699416,240.0,419.0,50,2500,7
343,3,0.012067199999364675,240.0,420.0,50,2500,7
344,4,0.01435469999887573,240.0,421.0,50,2500,7
345,5,0.015740099999675294,240.0,422.0,50,2500,7
346,6,0.0169633999994403,240.0,423.0,50,2500,7
347,7,0.019258299998909933,240.0,424.0,50,2500,7
348,8,0.02045650000036403,240.0,425.0,50,2500,7
349,9,0.021603999999570078,240.0,426.0,50,2500,7
350,10,0.023871299999882467,240.0,427.0,50,2500,7
351,1,0.009718299999804003,239.0,428.0,50,2500,8
352,2,0.010970999999699416,239.0,429.0,50,2500,8
353,3,0.012067199999364675,239.0,430.0,50,2500,8
354,4,0.01435469999887573,241.0,432.0,50,2500,8
355,5,0.015740099999675294,241.0,433.0,50,2500,8
356,6,0.0169633999994403,241.0,434.0,50,2500,8
357,7,0.019258299998909933,243.0,436.0,50,2500,8
358,8,0.02045650000036403,244.0,438.0,50,2500,8
359,9,0.021603999999570078,244.0,439.0,50,2500,8
360,10,0.023871299999882467,244.0,440.0,50,2500,8
361,11,0.026037899999209912,244.0,441.0,50,2500,8
362,12,0.02711979999912728,246.0,443.0,50,2500,8
363,13,0.028314600000157952,248.0,445.0,50,2500,8
364,14,0.029406999999991967,250.0,447.0,50,2500,8
365,15,0.03051249999953143,250.0,448.0,50,2500,8
366,16,0.031604599998900085,250.0,449.0,50,2500,8
367,17,0.03270820000034291,250.0,450.0,50,2500,8
368,18,0.033796399999118876,252.0,452.0,50,2500,8
369,19,0.03497909999896365,254.0,454.0,50,2500,8
370,20,0.036070599999220576,254.0,455.0,50,2500,8
371,21,0.03823729999930947,256.0,457.0,50,2500,8
372,22,0.03932929999973567,256.0,458.0,50,2500,8
373,23,0.040420899998935056,256.0,459.0,50,2500,8
374,24,0.04159849999996368,256.0,460.0,50,2500,8
375,25,0.04268969999975525,258.0,462.0,50,2500,8
376,26,0.043784399998912704,260.0,464.0,50,2500,8
377,27,0.04487139999946521,260.0,465.0,50,2500,8
378,28,0.045971300000019255,260.0,466.0,50,2500,8
379,29,0.04707629999938945,260.0,467.0,50,2500,8
380,30,0.048257999998895684,260.0,468.0,50,2500,8
381,31,0.050420999999914784,260.0,469.0,50,2500,8
382,32,0.052581399999326095,260.0,470.0,50,2500,8
383,33,0.053672699999879114,260.0,471.0,50,2500,8
384,34,0.05476319999979751,260.0,472.0,50,2500,8
385,35,0.05593659999976808,260.0,473.0,50,2500,8
386,36,0.05704209999930754,260.0,474.0,50,2500,8
387,1,0.009718299999804003,234.0,475.0,50,2500,9
388,2,0.010970999999699416,236.0,477.0,50,2500,9
389,3,0.012067199999364675,236.0,478.0,50,2500,9
390,4,0.01435469999887573,236.0,479.0,50,2500,9
391,5,0.015740099999675294,236.0,480.0,50,2500,9
392,6,0.0169633999994403,236.0,481.0,50,2500,9
393,7,0.019258299998909933,236.0,482.0,50,2500,9
394,8,0.02045650000036403,236.0,483.0,50,2500,9
395,9,0.021603999999570078,236.0,484.0,50,2500,9
396,10,0.023871299999882467,238.0,486.0,50,2500,9
397,11,0.026037899999209912,240.0,488.0,50,2500,9
398,12,0.02711979999912728,240.0,489.0,50,2500,9
399,13,0.028314600000157952,242.0,491.0,50,2500,9
400,14,0.029406999999991967,242.0,492.0,50,2500,9
401,15,0.03051249999953143,242.0,493.0,50,2500,9
402,16,0.031604599998900085,242.0,494.0,50,2500,9
403,17,0.03270820000034291,242.0,495.0,50,2500,9
404,18,0.033796399999118876,244.0,497.0,50,2500,9
405,19,0.03497909999896365,244.0,498.0,50,2500,9
406,20,0.036070599999220576,246.0,500.0,50,2500,9
407,21,0.03823729999930947,246.0,501.0,50,2500,9
408,22,0.03932929999973567,248.0,503.0,50,2500,9
409,23,0.040420899998935056,248.0,504.0,50,2500,9
410,24,0.04159849999996368,248.0,505.0,50,2500,9
411,25,0.04268969999975525,248.0,506.0,50,2500,9
412,26,0.043784399998912704,250.0,508.0,50,2500,9
413,27,0.04487139999946521,250.0,509.0,50,2500,9
414,28,0.045971300000019255,250.0,510.0,50,2500,9
415,29,0.04707629999938945,250.0,511.0,50,2500,9
416,30,0.048257999998895684,250.0,512.0,50,2500,9
417,31,0.050420999999914784,252.0,514.0,50,2500,9
418,32,0.052581399999326095,254.0,516.0,50,2500,9
419,33,0.053672699999879114,254.0,517.0,50,2500,9
420,34,0.05476319999979751,256.0,519.0,50,2500,9
421,35,0.05593659999976808,258.0,521.0,50,2500,9
422,36,0.05704209999930754,258.0,522.0,50,2500,9
423,37,0.058141100000284496,258.0,523.0,50,2500,9
424,38,0.0603147000001627,258.0,524.0,50,2500,9
425,39,0.06140830000003916,258.0,525.0,50,2500,9
426,40,0.06259979999958887,258.0,526.0,50,2500,9
427,41,0.06370040000001609,260.0,528.0,50,2500,9
428,42,0.06589499999972759,260.0,529.0,50,2500,9
429,43,0.06700230000024021,262.0,531.0,50,2500,9
430,44,0.06810509999922942,264.0,533.0,50,2500,9
431,45,0.07036039999911736,266.0,535.0,50,2500,9
432,46,0.07146780000039143,266.0,536.0,50,2500,9
433,47,0.07388499999979103,266.0,537.0,50,2500,9
434,48,0.07499710000047344,266.0,538.0,50,2500,9
435,49,0.07728940000015427,268.0,540.0,50,2500,9
436,50,0.07841499999994994,268.0,541.0,50,2500,9
437,51,0.07951890000003914,270.0,543.0,50,2500,9
438,52,0.08062749999953667,270.0,544.0,50,2500,9
439,53,0.08173709999937273,270.0,545.0,50,2500,9
440,54,0.08283970000047702,270.0,546.0,50,2500,9
441,55,0.0851650000004156,270.0,547.0,50,2500,9
442,56,0.08627849999902537,272.0,549.0,50,2500,9
443,57,0.08739000000059605,272.0,550.0,50,2500,9
444,58,0.08850290000009409,272.0,551.0,50,2500,9
445,59,0.08961280000039551,272.0,552.0,50,2500,9
446,60,0.09080499999981839,272.0,553.0,50,2500,9
447,61,0.0919250999995711,272.0,554.0,50,2500,9
448,62,0.09307489999991958,272.0,555.0,50,2500,9
449,63,0.09527909999997064,272.0,556.0,50,2500,9
450,64,0.09639470000001893,272.0,557.0,50,2500,9
451,65,0.09759870000016235,272.0,558.0,50,2500,9
452,66,0.09872439999890048,272.0,559.0,50,2500,9
453,1,0.009718299999804003,247.0,560.0,50,2500,10
454,2,0.010970999999699416,247.0,561.0,50,2500,10
455,3,0.012067199999364675,247.0,562.0,50,2500,10
456,4,0.01435469999887573,247.0,563.0,50,2500,10
457,5,0.015740099999675294,247.0,564.0,50,2500,10
458,6,0.0169633999994403,247.0,565.0,50,2500,10
459,7,0.019258299998909933,249.0,567.0,50,2500,10
460,8,0.02045650000036403,249.0,568.0,50,2500,10
461,9,0.021603999999570078,249.0,569.0,50,2500,10
462,10,0.023871299999882467,249.0,570.0,50,2500,10
463,11,0.026037899999209912,251.0,572.0,50,2500,10
464,12,0.02711979999912728,251.0,573.0,50,2500,10
465,13,0.028314600000157952,251.0,574.0,50,2500,10
466,14,0.029406999999991967,251.0,575.0,50,2500,10
467,15,0.03051249999953143,251.0,576.0,50,2500,10
468,16,0.031604599998900085,253.0,578.0,50,2500,10
469,17,0.03270820000034291,253.0,579.0,50,2500,10
470,18,0.033796399999118876,253.0,580.0,50,2500,10
471,19,0.03497909999896365,255.0,582.0,50,2500,10
472,20,0.036070599999220576,255.0,583.0,50,2500,10
473,21,0.03823729999930947,257.0,585.0,50,2500,10
474,22,0.03932929999973567,259.0,587.0,50,2500,10
475,23,0.040420899998935056,259.0,588.0,50,2500,10
476,24,0.04159849999996368,259.0,589.0,50,2500,10
477,25,0.04268969999975525,259.0,590.0,50,2500,10
478,26,0.043784399998912704,259.0,591.0,50,2500,10
479,27,0.04487139999946521,259.0,592.0,50,2500,10
480,28,0.045971300000019255,261.0,594.0,50,2500,10
481,29,0.04707629999938945,263.0,596.0,50,2500,10
482,30,0.048257999998895684,263.0,597.0,50,2500,10
483,31,0.050420999999914784,263.0,598.0,50,2500,10
484,32,0.052581399999326095,265.0,600.0,50,2500,10
485,33,0.053672699999879114,265.0,601.0,50,2500,10
486,34,0.05476319999979751,265.0,602.0,50,2500,10
487,35,0.05593659999976808,265.0,603.0,50,2500,10
488,36,0.05704209999930754,265.0,604.0,50,2500,10
489,37,0.058141100000284496,265.0,605.0,50,2500,10
490,38,0.0603147000001627,265.0,606.0,50,2500,10
491,39,0.06140830000003916,265.0,607.0,50,2500,10
492,40,0.06259979999958887,265.0,608.0,50,2500,10
493,41,0.06370040000001609,265.0,609.0,50,2500,10
494,42,0.06589499999972759,265.0,610.0,50,2500,10
495,1,0.009718299999804003,257.0,611.0,50,2500,11
496,2,0.010970999999699416,257.0,612.0,50,2500,11
